time,x,y,z,vx,vy,vz
3691,-140,-76,-3,-13,16,5
3692,-152,-59,3,-12,17,6
3693,-163,-41,10,-11,18,7
3694,-173,-22,16,-10,19,6
3695,-180,-2,21,-7,20,5
3696,-184,19,23,-4,21,2
3697,-185,41,22,-1,22,-1
3698,-183,62,18,2,21,-4
3699,-178,80,11,5,18,-7
3700,-170,95,3,8,15,-8
3701,-159,107,-6,11,12,-9
3702,-145,116,-16,14,9,-10
3703,-128,122,-25,17,6,-9
3704,-108,125,-33,20,3,-8
3705,-85,125,-40,23,0,-7
3706,-59,122,-46,26,-3,-6
3707,-30,116,-51,29,-6,-5
3708,2,107,-55,32,-9,-4
3709,33,95,-56,31,-12,-1
3710,61,82,-54,28,-13,2
3711,86,68,-49,25,-14,5
3712,108,53,-41,22,-15,8
3713,127,37,-30,19,-16,11
3714,143,20,-18,16,-17,12
3715,156,2,-5,13,-18,13
3716,166,-17,7,10,-19,12
3717,173,-37,18,7,-20,11
3718,177,-58,28,4,-21,10
3719,178,-76,37,1,-18,9
3720,176,-91,43,-2,-15,6
3721,171,-103,46,-5,-12,3
3722,163,-112,46,-8,-9,0
3723,154,-118,43,-9,-6,-3
3724,144,-121,37,-10,-3,-6
3725,133,-121,30,-11,0,-7
3726,121,-118,22,-12,3,-8
3727,108,-112,13,-13,6,-9
3728,94,-103,3,-14,9,-10
3729,79,-91,-8,-15,12,-11
3730,63,-78,-20,-16,13,-12
3731,46,-64,-33,-17,14,-13
3732,28,-49,-43,-18,15,-10
3733,11,-33,-50,-17,16,-7
3734,-5,-16,-54,-16,17,-4
3735,-20,2,-55,-15,18,-1
3736,-34,21,-53,-14,19,2
3737,-47,41,-48,-13,20,5
3738,-59,62,-42,-12,21,6
3739,-70,82,-35,-11,20,7
3740,-80,99,-27,-10,17,8
3741,-89,113,-18,-9,14,9
3742,-97,124,-8,-8,11,10
3743,-104,132,1,-7,8,9
3744,-110,137,9,-6,5,8
3745,-115,139,16,-5,2,7
3746,-119,138,22,-4,-1,6
3747,-122,134,25,-3,-4,3
3748,-124,127,25,-2,-7,0
3749,-125,117,22,-1,-10,-3
3750,-125,104,16,0,-13,-6
3751,-124,88,9,1,-16,-7
3752,-122,71,1,2,-17,-8
3753,-117,53,-8,5,-18,-9
3754,-111,34,-16,6,-19,-8
3755,-104,14,-23,7,-20,-7
3756,-96,-7,-29,8,-21,-6
3757,-87,-29,-34,9,-22,-5
3758,-77,-52,-38,10,-23,-4
3759,-66,-74,-41,11,-22,-3
3760,-54,-93,-43,12,-19,-2
3761,-41,-109,-42,13,-16,1
3762,-27,-122,-38,14,-13,4
3763,-12,-132,-31,15,-10,7
3764,4,-139,-21,16,-7,10
3765,21,-143,-10,17,-4,11
3766,39,-144,0,18,-1,10
3767,56,-142,9,17,2,9
3768,72,-137,17,16,5,8
3769,85,-129,24,13,8,7
3770,95,-118,30,10,11,6
3771,102,-104,35,7,14,5
3772,106,-87,39,4,17,4
3773,107,-67,40,1,20,1
3774,105,-46,38,-2,21,-2
3775,100,-24,33,-5,22,-5
3776,94,-1,25,-6,23,-8
3777,87,23,14,-7,24,-11
3778,79,48,0,-8,25,-14
3779,70,74,-15,-9,26,-15
3780,60,97,-29,-10,23,-14
3781,49,117,-42,-11,20,-13
3782,37,134,-54,-12,17,-12
3783,24,148,-63,-13,14,-9
3784,12,159,-69,-12,11,-6
3785,1,167,-72,-11,8,-3
3786,-9,172,-72,-10,5,0
3787,-18,174,-69,-9,2,3
3788,-26,173,-63,-8,-1,6
3789,-33,169,-54,-7,-4,9
3790,-39,162,-42,-6,-7,12
3791,-44,152,-29,-5,-10,13
3792,-48,139,-15,-4,-13,14
3793,-51,123,0,-3,-16,15
3794,-53,104,16,-2,-19,16
3795,-52,82,29,1,-22,13
3796,-48,57,39,4,-25,10
3797,-41,31,46,7,-26,7
3798,-33,4,50,8,-27,4
3799,-24,-24,51,9,-28,1
3800,-16,-53,49,8,-29,-2
3801,-9,-81,44,7,-28,-5
3802,-3,-106,36,6,-25,-8
3803,2,-128,26,5,-22,-10
3804,6,-147,15,4,-19,-11
3805,9,-163,3,3,-16,-12
3806,11,-176,-10,2,-13,-13
3807,12,-186,-22,1,-10,-12
3808,12,-193,-33,0,-7,-11
3809,11,-197,-43,-1,-4,-10
3810,9,-198,-50,-2,-1,-7
3811,6,-196,-54,-3,2,-4
3812,2,-191,-55,-4,5,-1
3813,-3,-183,-53,-5,8,2
3814,-9,-172,-48,-6,11,5
3815,-16,-158,-42,-7,14,6
3816,-24,-141,-35,-8,17,7
3817,-33,-121,-27,-9,20,8
3818,-43,-98,-18,-10,23,9
3819,-54,-72,-10,-11,26,8
3820,-64,-45,-3,-10,27,7
3821,-71,-17,3,-7,28,6
3822,-75,12,8,-4,29,5
3823,-76,42,12,-1,30,4
3824,-74,71,15,2,29,3
3825,-69,97,15,5,26,0
3826,-63,120,12,6,23,-3
3827,-56,140,8,7,20,-4
3828,-48,157,3,8,17,-5
3829,-39,171,-3,9,14,-6
3830,-29,182,-8,10,11,-5
3831,-18,190,-12,11,8,-4
3832,-6,195,-15,12,5,-3
3833,7,197,-17,13,2,-2
3834,21,196,-18,14,-1,-1
3835,36,192,-18,15,-4,0
3836,52,185,-17,16,-7,1
3837,69,175,-15,17,-10,2
3838,87,162,-12,18,-13,3
3839,106,146,-10,19,-16,2
3840,124,127,-9,18,-19,1
3841,139,105,-7,15,-22,2
3842,151,80,-4,12,-25,3
3843,160,54,-2,9,-26,2
3844,166,27,-1,6,-27,1
3845,169,-1,-1,3,-28,0
3846,169,-30,-2,0,-29,-1
3847,166,-58,-4,-3,-28,-2
3848,160,-83,-7,-6,-25,-3
3849,151,-105,-11,-9,-22,-4
3850,139,-124,-15,-12,-19,-4
3851,124,-140,-18,-15,-16,-3
3852,106,-153,-20,-18,-13,-2
3853,85,-163,-21,-21,-10,-1
3854,61,-170,-21,-24,-7,0
3855,34,-174,-20,-27,-4,1
3856,6,-175,-18,-28,-1,2
3857,-23,-173,-15,-29,2,3
3858,-53,-168,-11,-30,5,4
3859,-82,-160,-6,-29,8,5
3860,-110,-149,0,-28,11,6
3861,-137,-135,5,-27,14,5
3862,-161,-118,9,-24,17,4
3863,-182,-98,12,-21,20,3
3864,-200,-77,14,-18,21,2
3865,-215,-55,15,-15,22,1
3866,-227,-32,15,-12,23,0
3867,-236,-8,14,-9,24,-1
3868,-242,17,12,-6,25,-2
3869,-245,43,9,-3,26,-3
3870,-245,68,5,0,25,-4
3871,-242,90,0,3,22,-5
3872,-236,109,-6,6,19,-6
3873,-227,125,-13,9,16,-7
3874,-215,138,-20,12,13,-7
3875,-200,148,-26,15,10,-6
3876,-182,155,-31,18,7,-5
3877,-161,159,-35,21,4,-4
3878,-137,160,-38,24,1,-3
3879,-110,158,-40,27,-2,-2
3880,-80,153,-41,30,-5,-1
3881,-47,145,-41,33,-8,0
3882,-11,134,-40,36,-11,1
3883,24,120,-38,35,-14,2
3884,58,105,-35,34,-15,3
3885,89,89,-31,31,-16,4
3886,117,72,-24,28,-17,7
3887,142,54,-16,25,-18,8
3888,164,35,-7,22,-19,9
3889,183,15,1,19,-20,8
3890,199,-6,8,16,-21,7
3891,212,-28,14,13,-22,6
3892,222,-51,19,10,-23,5
3893,229,-73,23,7,-22,4
3894,233,-92,26,4,-19,3
3895,234,-108,28,1,-16,2
3896,232,-121,29,-2,-13,1
3897,227,-131,29,-5,-10,0
3898,219,-138,28,-8,-7,-1
3899,208,-142,26,-11,-4,-2
3900,194,-143,21,-14,-1,-5
3901,177,-141,13,-17,2,-8
3902,157,-136,4,-20,5,-9
3903,134,-128,-6,-23,8,-10
3904,108,-117,-17,-26,11,-11
3905,79,-103,-27,-29,14,-10
3906,47,-88,-36,-32,15,-9
3907,14,-72,-44,-33,16,-8
3908,-20,-55,-51,-34,17,-7
3909,-53,-37,-57,-33,18,-6
3910,-83,-18,-62,-30,19,-5
3911,-110,2,-64,-27,20,-2
3912,-134,23,-63,-24,21,1
3913,-155,45,-59,-21,22,4
3914,-173,68,-52,-18,23,7
3915,-188,90,-42,-15,22,10
3916,-200,109,-31,-12,19,11
3917,-209,125,-19,-9,16,12
3918,-215,138,-6,-6,13,13
3919,-218,148,8,-3,10,14
3920,-218,155,21,0,7,13
3921,-215,159,33,3,4,12
3922,-209,160,42,6,1,9
3923,-200,158,48,9,-2,6
3924,-188,153,51,12,-5,3
3925,-173,145,51,15,-8,0
3926,-155,134,48,18,-11,-3
3927,-136,120,42,19,-14,-6
3928,-116,103,33,20,-17,-9
3929,-95,85,21,21,-18,-12
3930,-73,66,8,22,-19,-13
3931,-50,46,-6,23,-20,-14
3932,-26,25,-21,24,-21,-15
3933,-1,3,-35,25,-22,-14
3934,23,-20,-46,24,-23,-11
3935,46,-44,-54,23,-24,-8
3936,66,-69,-59,20,-25,-5
3937,83,-93,-61,17,-24,-2
3938,97,-114,-60,14,-21,1
3939,108,-132,-56,11,-18,4
3940,116,-147,-49,8,-15,7
3941,121,-159,-39,5,-12,10
3942,123,-168,-28,2,-9,11
3943,124,-174,-16,1,-6,12
3944,124,-177,-5,0,-3,11
3945,123,-177,5,-1,0,10
3946,121,-174,14,-2,3,9
3947,118,-168,22,-3,6,8
3948,114,-159,29,-4,9,7
3949,109,-147,33,-5,12,4
3950,103,-132,34,-6,15,1
3951,96,-114,32,-7,18,-2
3952,88,-95,27,-8,19,-5
3953,79,-75,19,-9,20,-8
3954,69,-54,10,-10,21,-9
3955,58,-32,0,-11,22,-10
3956,46,-9,-9,-12,23,-9
3957,35,15,-17,-11,24,-8
3958,25,40,-24,-10,25,-7
3959,16,66,-30,-9,26,-6
3960,8,91,-35,-8,25,-5
3961,1,113,-39,-7,22,-4
3962,-7,132,-42,-8,19,-3
3963,-16,148,-42,-9,16,0
3964,-26,161,-40,-10,13,2
3965,-35,171,-37,-9,10,3
3966,-43,178,-33,-8,7,4
3967,-50,182,-28,-7,4,5
3968,-56,183,-22,-6,1,6
3969,-61,181,-15,-5,-2,7
3970,-65,176,-9,-4,-5,6
3971,-68,168,-4,-3,-8,5
3972,-70,157,0,-2,-11,4
3973,-71,143,3,-1,-14,3
3974,-71,126,5,0,-17,2
3975,-70,106,8,1,-20,3
3976,-68,85,12,2,-21,4
3977,-67,63,15,1,-22,3
3978,-67,40,17,0,-23,2
3979,-68,16,18,-1,-24,1
3980,-70,-9,18,-2,-25,0
3981,-73,-35,17,-3,-26,-1
3982,-75,-62,15,-2,-27,-2
3983,-76,-88,12,-1,-26,-3
3984,-76,-111,8,0,-23,-4
3985,-75,-131,3,1,-20,-5
3986,-73,-148,-3,2,-17,-6
3987,-70,-162,-10,3,-14,-7
3988,-66,-173,-18,4,-11,-8
3989,-61,-181,-27,5,-8,-9
3990,-55,-186,-35,6,-5,-8
3991,-48,-188,-42,7,-2,-7
3992,-40,-187,-48,8,1,-6
3993,-31,-183,-53,9,4,-5
3994,-23,-176,-57,8,7,-4
3995,-16,-166,-58,7,10,-1
3996,-8,-153,-56,8,13,2
3997,1,-137,-51,9,16,5
3998,11,-118,-43,10,19,8
3999,22,-96,-32,11,22,11
4000,34,-73,-18,12,23,14
4001,47,-49,-3,13,24,15
4002,59,-24,13,12,25,16
4003,70,2,26,11,26,13
4004,80,29,36,10,27,10
4005,89,57,43,9,28,7
4006,97,86,47,8,29,4
4007,104,112,48,7,26,1
4008,110,135,46,6,23,-2
4009,115,155,41,5,20,-5
4010,119,172,33,4,17,-8
4011,122,186,22,3,14,-11
4012,124,197,10,2,11,-12
4013,125,205,-3,1,8,-13
4014,125,210,-15,0,5,-12
4015,122,212,-26,-3,2,-11
4016,116,211,-36,-6,-1,-10
4017,107,207,-43,-9,-4,-7
4018,95,200,-47,-12,-7,-4
4019,80,190,-48,-15,-10,-1
4020,62,177,-48,-18,-13,0
4021,41,161,-47,-21,-16,1
4022,19,142,-45,-22,-19,2
4023,-4,120,-42,-23,-22,3
4024,-28,95,-38,-24,-25,4
4025,-53,69,-33,-25,-26,5
4026,-77,42,-27,-24,-27,6
4027,-100,14,-20,-23,-28,7
4028,-122,-15,-14,-22,-29,6
4029,-143,-45,-7,-21,-30,7
4030,-163,-76,1,-20,-31,8
4031,-180,-104,10,-17,-28,9
4032,-194,-129,18,-14,-25,8
4033,-205,-151,25,-11,-22,7
4034,-213,-170,31,-8,-19,6
4035,-218,-186,36,-5,-16,5
4036,-220,-199,38,-2,-13,2
4037,-219,-209,37,1,-10,-1
4038,-215,-216,33,4,-7,-4
4039,-208,-220,26,7,-4,-7
4040,-198,-221,16,10,-1,-10
4041,-185,-219,5,13,2,-11
4042,-169,-214,-7,16,5,-12
4043,-150,-206,-18,19,8,-11
4044,-128,-195,-28,22,11,-10
4045,-103,-181,-37,25,14,-9
4046,-75,-164,-43,28,17,-6
4047,-44,-144,-46,31,20,-3
4048,-12,-121,-46,32,23,0
4049,21,-97,-43,33,24,3
4050,55,-72,-39,34,25,4
4051,86,-46,-34,31,26,5
4052,114,-19,-28,28,27,6
4053,139,9,-23,25,28,5
4054,161,38,-19,22,29,4
4055,180,68,-16,19,30,3
4056,196,95,-12,16,27,4
4057,209,119,-7,13,24,5
4058,219,140,-1,10,21,6
4059,226,158,6,7,18,7
4060,230,173,14,4,15,8
4061,231,185,21,1,12,7
4062,229,194,26,-2,9,5
4063,224,200,28,-5,6,2
4064,216,203,27,-8,3,-1
4065,205,203,23,-11,0,-4
4066,191,200,16,-14,-3,-7
4067,174,194,8,-17,-6,-8
4068,154,185,-1,-20,-9,-9
4069,131,173,-11,-23,-12,-10
4070,105,158,-20,-26,-15,-9
4071,78,140,-28,-27,-18,-8
4072,50,121,-35,-28,-19,-7
4073,21,101,-41,-29,-20,-6
4074,-9,80,-44,-30,-21,-3
4075,-38,58,-44,-29,-22,0
4076,-66,35,-41,-28,-23,3
4077,-91,11,-35,-25,-24,6
4078,-113,-14,-27,-22,-25,8
4079,-132,-40,-18,-19,-26,9
4080,-148,-67,-10,-16,-27,8
4081,-161,-91,-3,-13,-24,7
4082,-171,-112,3,-10,-21,6
4083,-178,-130,8,-7,-18,5
4084,-182,-145,12,-4,-15,4
4085,-183,-157,15,-1,-12,3
4086,-181,-166,17,2,-9,2
4087,-178,-172,18,3,-6,1
4088,-174,-175,18,4,-3,0
4089,-169,-175,17,5,0,-1
4090,-163,-172,15,6,3,-2
4091,-156,-166,12,7,6,-3
4092,-148,-157,8,8,9,-4
4093,-139,-145,3,9,12,-5
4094,-129,-130,-3,10,15,-6
4095,-118,-114,-8,11,16,-5
4096,-106,-97,-14,12,17,-6
4097,-93,-79,-21,13,18,-7
4098,-79,-60,-29,14,19,-8
4099,-64,-40,-36,15,20,-7
4100,-48,-19,-42,16,21,-6
4101,-31,3,-47,17,22,-5
4102,-15,26,-51,16,23,-4
4103,0,50,-54,15,24,-3
4104,14,75,-54,14,25,0
4105,29,97,-51,15,22,3
4106,43,116,-45,14,19,6
4107,56,132,-36,13,16,9
4108,68,145,-24,12,13,12
4109,79,155,-11,11,10,13
4110,89,162,3,10,7,14
4111,98,166,16,9,4,13
4112,106,167,28,8,1,12
4113,113,165,37,7,-2,9
4114,119,160,43,6,-5,6
4115,124,152,46,5,-8,3
4116,128,141,46,4,-11,0
4117,131,127,43,3,-14,-3
4118,133,112,37,2,-15,-6
4119,134,96,28,1,-16,-9
4120,134,79,16,0,-17,-12
4121,133,61,1,-1,-18,-15
4122,131,42,-15,-2,-19,-16
4123,128,22,-30,-3,-20,-15
4124,124,1,-42,-4,-21,-12
4125,117,-21,-51,-7,-22,-9
4126,107,-44,-57,-10,-23,-6
4127,94,-68,-60,-13,-24,-3
4128,80,-93,-60,-14,-25,0
4129,65,-115,-57,-15,-22,3
4130,49,-134,-53,-16,-19,4
4131,32,-150,-48,-17,-16,5
4132,14,-163,-42,-18,-13,6
4133,-5,-173,-35,-19,-10,7
4134,-25,-180,-27,-20,-7,8
4135,-46,-184,-18,-21,-4,9
4136,-66,-185,-8,-20,-1,10
4137,-85,-183,1,-19,2,9
4138,-103,-178,9,-18,5,8
4139,-120,-170,16,-17,8,7
4140,-136,-159,22,-16,11,6
4141,-151,-145,27,-15,14,5
4142,-163,-128,31,-12,17,4
4143,-172,-108,34,-9,20,3
4144,-178,-87,36,-6,21,2
4145,-181,-65,37,-3,22,1
4146,-181,-42,37,0,23,0
4147,-178,-18,36,3,24,-1
4148,-172,7,32,6,25,-4
4149,-163,33,25,9,26,-7
4150,-151,60,15,12,27,-10
4151,-136,88,2,15,28,-13
4152,-120,115,-12,16,27,-14
4153,-103,139,-25,17,24,-13
4154,-85,160,-37,18,21,-12
4155,-66,178,-48,19,18,-11
4156,-46,193,-56,20,15,-8
4157,-25,205,-61,21,12,-5
4158,-5,214,-63,20,9,-2
4159,14,220,-62,19,6,1
4160,32,223,-58,18,3,4
4161,49,223,-51,17,0,7
4162,65,220,-41,16,-3,10
4163,80,214,-28,15,-6,13
4164,94,205,-14,14,-9,14
4165,105,193,-1,11,-12,13
4166,113,178,11,8,-15,12
4167,118,160,22,5,-18,11
4168,120,139,30,2,-21,8
4169,119,115,35,-1,-24,5
4170,115,90,37,-4,-25,2
4171,108,64,36,-7,-26,-1
4172,98,37,32,-10,-27,-4
4173,85,9,25,-13,-28,-7
4174,69,-20,15,-16,-29,-10
4175,54,-50,4,-15,-30,-11
4176,40,-81,-6,-14,-31,-10
4177,27,-110,-15,-13,-29,-9
4178,15,-136,-23,-12,-26,-8
4179,4,-159,-30,-11,-23,-7
4180,-6,-179,-36,-10,-20,-6
4181,-15,-196,-41,-9,-17,-5
4182,-23,-210,-45,-8,-14,-4
4183,-30,-221,-46,-7,-11,-1
4184,-36,-229,-44,-6,-8,2
4185,-41,-234,-39,-5,-5,5
4186,-45,-236,-31,-4,-2,8
4187,-48,-235,-22,-3,1,9
4188,-50,-231,-14,-2,4,8
4189,-51,-224,-7,-1,7,7
4190,-51,-214,-1,0,10,6
4191,-50,-201,4,1,13,5
4192,-48,-185,8,2,16,4
4193,-45,-166,11,3,19,3
4194,-43,-144,13,2,22,2
4195,-42,-119,14,1,25,1
4196,-40,-93,14,2,26,0
4197,-37,-66,13,3,27,-1
4198,-33,-38,11,4,28,-2
4199,-28,-9,8,5,29,-3
4200,-22,21,2,6,30,-6
4201,-17,52,-7,5,31,-9
4202,-13,84,-15,4,32,-8
4203,-10,113,-22,3,29,-7
4204,-8,139,-28,2,26,-6
4205,-7,162,-33,1,23,-5
4206,-7,182,-37,0,20,-4
4207,-8,199,-40,-1,17,-3
4208,-10,213,-42,-2,14,-2
4209,-13,224,-43,-3,11,-1
4210,-15,232,-43,-2,8,0
4211,-16,237,-42,-1,5,1
4212,-16,239,-40,0,2,2
4213,-15,238,-37,1,-1,3
4214,-13,234,-33,2,-4,4
4215,-10,227,-28,3,-7,5
4216,-6,217,-22,4,-10,6
4217,-1,204,-13,5,-13,9
4218,5,188,-3,6,-16,10
4219,12,169,6,7,-19,9
4220,20,147,14,8,-22,8
4221,29,122,21,9,-25,7
4222,39,96,27,10,-26,6
4223,48,69,32,9,-27,5
4224,56,41,36,8,-28,4
4225,63,12,39,7,-29,3
4226,69,-18,41,6,-30,2
4227,74,-49,42,5,-31,1
4228,76,-81,42,2,-32,0
4229,75,-110,41,-1,-29,-1
4230,71,-136,39,-4,-26,-2
4231,66,-159,36,-5,-23,-3
4232,60,-179,30,-6,-20,-6
4233,53,-196,21,-7,-17,-9
4234,45,-210,9,-8,-14,-12
4235,36,-221,-6,-9,-11,-15
4236,26,-229,-20,-10,-8,-14
4237,15,-234,-33,-11,-5,-13
4238,3,-236,-45,-12,-2,-12
4239,-10,-235,-56,-13,1,-11
4240,-24,-231,-66,-14,4,-10
4241,-39,-224,-75,-15,7,-9
4242,-55,-214,-83,-16,10,-8
4243,-72,-201,-90,-17,13,-7
4244,-90,-185,-94,-18,16,-4
4245,-109,-166,-95,-19,19,-1
4246,-127,-144,-93,-18,22,2
4247,-142,-119,-88,-15,25,5
4248,-154,-93,-80,-12,26,8
4249,-163,-66,-69,-9,27,11
4250,-169,-38,-55,-6,28,14
4251,-172,-9,-38,-3,29,17
4252,-172,21,-18,0,30,20
4253,-169,52,3,3,31,21
4254,-163,84,23,6,32,20
4255,-154,113,42,9,29,19
4256,-142,139,58,12,26,16
4257,-127,162,71,15,23,13
4258,-109,182,81,18,20,10
4259,-88,199,88,21,17,7
4260,-64,213,92,24,14,4
4261,-39,224,93,25,11,1
4262,-13,232,91,26,8,-2
4263,14,237,86,27,5,-5
4264,42,239,78,28,2,-8
4265,69,238,67,27,-1,-11
4266,95,234,53,26,-4,-14
4267,120,227,36,25,-7,-17
4268,142,217,16,22,-10,-20
4269,161,204,-7,19,-13,-23
4270,177,188,-30,16,-16,-23
4271,190,169,-52,13,-19,-22
4272,200,147,-71,10,-22,-19
4273,207,124,-87,7,-23,-16
4274,211,100,-100,4,-24,-13
4275,212,75,-110,1,-25,-10
4276,210,49,-117,-2,-26,-7
4277,205,22,-121,-5,-27,-4
4278,197,-6,-122,-8,-28,-1
4279,186,-35,-120,-11,-29,2
4280,172,-65,-115,-14,-30,5
4281,155,-94,-107,-17,-29,8
4282,137,-120,-96,-18,-26,11
4283,118,-143,-82,-19,-23,14
4284,98,-163,-65,-20,-20,17
4285,77,-180,-45,-21,-17,20
4286,55,-194,-22,-22,-14,23
4287,32,-205,2,-23,-11,24
4288,8,-213,25,-24,-8,23
4289,-15,-218,46,-23,-5,21
4290,-37,-220,64,-22,-2,18
4291,-58,-219,79,-21,1,15
4292,-78,-215,91,-20,4,12
4293,-95,-208,100,-17,7,9
4294,-109,-198,106,-14,10,6
4295,-120,-185,109,-11,13,3
4296,-128,-169,109,-8,16,0
4297,-135,-152,106,-7,17,-3
4298,-141,-134,100,-6,18,-6
4299,-146,-115,91,-5,19,-9
4300,-150,-95,79,-4,20,-12
4301,-153,-74,64,-3,21,-15
4302,-155,-52,46,-2,22,-18
4303,-156,-29,25,-1,23,-21
4304,-156,-5,1,0,24,-24
4305,-155,20,-22,1,25,-23
4306,-153,46,-44,2,26,-22
4307,-150,73,-65,3,27,-21
4308,-146,99,-83,4,26,-18
4309,-141,122,-98,5,23,-15
4310,-135,142,-110,6,20,-12
4311,-128,159,-119,7,17,-9
4312,-120,173,-125,8,14,-6
4313,-111,184,-128,9,11,-3
4314,-101,192,-128,10,8,0
4315,-90,197,-125,11,5,3
4316,-76,199,-119,14,2,6
4317,-59,198,-110,17,-1,9
4318,-39,194,-98,20,-4,12
4319,-18,187,-83,21,-7,15
4320,4,177,-65,22,-10,18
4321,27,164,-44,23,-13,21
4322,49,148,-20,22,-16,24
4323,70,131,3,21,-17,23
4324,90,113,25,20,-18,22
4325,109,94,44,19,-19,19
4326,127,74,60,18,-20,16
4327,144,53,73,17,-21,13
4328,160,31,83,16,-22,10
4329,175,8,90,15,-23,7
4330,189,-16,94,14,-24,4
4331,202,-41,95,13,-25,1
4332,212,-67,93,10,-26,-2
4333,219,-94,88,7,-27,-5
4334,223,-120,80,4,-26,-8
4335,224,-143,69,1,-23,-11
4336,222,-163,55,-2,-20,-14
4337,217,-180,38,-5,-17,-17
4338,209,-194,18,-8,-14,-20
4339,198,-205,-5,-11,-11,-23
4340,184,-213,-27,-14,-8,-22
4341,167,-218,-46,-17,-5,-19
4342,147,-220,-62,-20,-2,-16
4343,124,-219,-75,-23,1,-13
4344,98,-215,-85,-26,4,-10
4345,69,-208,-92,-29,7,-7
4346,37,-198,-96,-32,10,-4
4347,4,-185,-97,-33,13,-1
4348,-30,-169,-95,-34,16,2
4349,-63,-150,-90,-33,19,5
4350,-93,-128,-82,-30,22,8
4351,-120,-105,-71,-27,23,11
4352,-144,-81,-57,-24,24,14
4353,-165,-56,-40,-21,25,17
4354,-183,-30,-20,-18,26,20
4355,-198,-3,-1,-15,27,19
4356,-210,25,17,-12,28,18
4357,-219,54,32,-9,29,15
4358,-225,84,44,-6,30,12
4359,-228,113,53,-3,29,9
4360,-228,139,59,0,26,6
4361,-225,162,62,3,23,3
4362,-219,182,62,6,20,0
4363,-210,199,59,9,17,-3
4364,-198,213,53,12,14,-6
4365,-183,224,44,15,11,-9
4366,-167,232,32,16,8,-12
4367,-150,237,17,17,5,-15
4368,-132,239,3,18,2,-14
4369,-113,238,-10,19,-1,-13
4370,-93,234,-22,20,-4,-12
4371,-72,227,-33,21,-7,-11
4372,-50,217,-43,22,-10,-10
4373,-27,204,-52,23,-13,-9
4374,-3,188,-58,24,-16,-6
4375,20,169,-61,23,-19,-3
4376,42,147,-61,22,-22,0
4377,61,122,-58,19,-25,3
4378,77,96,-52,16,-26,6
4379,90,69,-43,13,-27,9
4380,100,41,-31,10,-28,12
4381,107,12,-20,7,-29,11
4382,113,-18,-10,6,-30,10
4383,118,-49,-1,5,-31,9
4384,122,-81,7,4,-32,8
4385,125,-112,14,3,-31,7
4386,127,-140,20,2,-28,6
4387,128,-165,25,1,-25,5
4388,128,-187,29,0,-22,4
4389,127,-206,32,-1,-19,3
4390,125,-222,34,-2,-16,2
4391,122,-235,33,-3,-13,-1
4392,118,-245,29,-4,-10,-4
4393,113,-252,22,-5,-7,-7
4394,107,-256,12,-6,-4,-10
4395,100,-257,-1,-7,-1,-13
4396,92,-255,-13,-8,2,-12
4397,83,-250,-24,-9,5,-11
4398,73,-242,-34,-10,8,-10
4399,62,-231,-43,-11,11,-9
4400,50,-217,-51,-12,14,-8
4401,35,-200,-58,-15,17,-7
4402,19,-180,-64,-16,20,-6
4403,2,-157,-69,-17,23,-5
4404,-16,-131,-73,-18,26,-4
4405,-35,-104,-76,-19,27,-3
4406,-53,-76,-76,-18,28,0
4407,-70,-47,-73,-17,29,3
4408,-86,-17,-67,-16,30,6
4409,-101,14,-58,-15,31,9
4410,-115,46,-46,-14,32,12
4411,-128,79,-31,-13,33,15
4412,-140,111,-13,-12,32,18
4413,-151,140,4,-11,29,17
4414,-161,166,20,-10,26,16
4415,-170,189,35,-9,23,15
4416,-178,209,49,-8,20,14
4417,-183,226,62,-5,17,13
4418,-185,240,72,-2,14,10
4419,-184,251,79,1,11,7
4420,-180,259,83,4,8,4
4421,-173,264,84,7,5,1
4422,-163,266,82,10,2,-2
4423,-150,265,77,13,-1,-5
4424,-134,261,69,16,-4,-8
4425,-115,254,58,19,-7,-11
4426,-95,244,44,20,-10,-14
4427,-74,231,27,21,-13,-17
4428,-52,215,7,22,-16,-20
4429,-29,196,-16,23,-19,-23
4430,-5,174,-38,24,-22,-22
4431,20,149,-59,25,-25,-21
4432,44,121,-77,24,-28,-18
4433,67,92,-92,23,-29,-15
4434,87,62,-104,20,-30,-12
4435,104,31,-113,17,-31,-9
4436,118,-1,-119,14,-32,-6
4437,129,-34,-122,11,-33,-3
4438,137,-68,-122,8,-34,0
4439,142,-101,-119,5,-33,3
4440,144,-131,-113,2,-30,6
4441,143,-158,-104,-1,-27,9
4442,139,-182,-92,-4,-24,12
4443,132,-203,-77,-7,-21,15
4444,122,-221,-59,-10,-18,18
4445,109,-236,-38,-13,-15,21
4446,93,-248,-14,-16,-12,24
4447,78,-257,11,-15,-9,25
4448,64,-263,35,-14,-6,24
4449,51,-266,56,-13,-3,21
4450,39,-266,74,-12,0,18
4451,28,-263,89,-11,3,15
4452,18,-257,101,-10,6,12
4453,9,-248,110,-9,9,9
4454,1,-236,116,-8,12,6
4455,-6,-221,119,-7,15,3
4456,-12,-203,119,-6,18,0
4457,-17,-182,116,-5,21,-3
4458,-21,-158,110,-4,24,-6
4459,-24,-131,101,-3,27,-9
4460,-28,-103,89,-4,28,-12
4461,-33,-74,74,-5,29,-15
4462,-39,-44,56,-6,30,-18
4463,-46,-13,35,-7,31,-21
4464,-54,19,11,-8,32,-24
4465,-61,52,-14,-7,33,-25
